time(micros),mv,led,gain,mvfiltered,mvestimated
22891848,3152,200,114459.240000000,3153.00000000000,3141
22897520,3157,200,114487.600000000,3152.00000000000,3141
22903192,3162,200,114515.960000000,3154.00000000000,3141
22908856,3152,200,114544.280000000,3154.00000000000,3141
22914528,3132,200,114572.640000000,3151.00000000000,3141
22920204,3157,200,114601.020000000,3152.00000000000,3141
22925872,3157,200,114629.360000000,3152.00000000000,3141
22931544,3162,200,114657.720000000,3152.00000000000,3141
22937208,3142,200,114686.040000000,3150.00000000000,3141
22942888,3142,200,114714.440000000,3152.00000000000,3141
22948560,3162,200,114742.800000000,3153.00000000000,3141
22954232,3152,200,114771.160000000,3152.00000000000,3141
22959904,3147,200,114799.520000000,3149.00000000000,3141
22965576,3128,200,114827.880000000,3146.20000000000,3141
22971240,3167,200,114856.200000000,3151.20000000000,3141
22976912,3157,200,114884.560000000,3150.20000000000,3141
22982584,3157,200,114912.920000000,3151.20000000000,3141
22988256,3147,200,114941.280000000,3151.20000000000,3141
22993936,3132,200,114969.680000000,3152.00000000000,3141
22999600,3152,200,114998,3149.00000000000,3141
23005272,3152,200,115026.360000000,3148.00000000000,3141
23010944,3157,200,115054.720000000,3148.00000000000,3141
23016616,3128,200,115083.080000000,3144.20000000000,3141
23022280,3157,200,115111.400000000,3149.20000000000,3141
23027952,3157,200,115139.760000000,3150.20000000000,3141
23033616,3152,200,115168.080000000,3150.20000000000,3141
23039288,3147,200,115196.440000000,3148.20000000000,3141
23044960,3142,200,115224.800000000,3151.00000000000,3141
23050632,3162,200,115253.160000000,3152.00000000000,3141
23056296,3152,200,115281.480000000,3151.00000000000,3141
23061968,3152,200,115309.840000000,3151.00000000000,3141
23067640,3132,200,115338.200000000,3148.00000000000,3141
23073312,3157,200,115366.560000000,3151.00000000000,3141
23078984,3162,200,115394.920000000,3151.00000000000,3141
23084648,3157,200,115423.240000000,3152.00000000000,3141
23090320,3152,200,115451.600000000,3152.00000000000,3141
23095992,3128,200,115479.960000000,3151.20000000000,3141
23101664,3162,200,115508.320000000,3152.20000000000,3141
23107328,3157,200,115536.640000000,3151.20000000000,3141
23113000,3152,200,115565,3150.20000000000,3141
23118672,3142,200,115593.360000000,3148.20000000000,3141
23124344,3167,200,115621.720000000,3156.00000000000,3141
23130016,3157,200,115650.080000000,3155.00000000000,3141
23135688,3152,200,115678.440000000,3154.00000000000,3141
23141360,3152,200,115706.800000000,3154.00000000000,3141
23147032,3137,200,115735.160000000,3153.00000000000,3141
23152704,3157,200,115763.520000000,3151.00000000000,3141
23158368,3152,200,115791.840000000,3150.00000000000,3141
23164040,3162,200,115820.200000000,3152.00000000000,3141
23169704,3142,200,115848.520000000,3150.00000000000,3141
23175376,3142,200,115876.880000000,3151.00000000000,3141
23181048,3157,200,115905.240000000,3151.00000000000,3141
23186720,3152,200,115933.600000000,3151.00000000000,3141
23192392,3152,200,115961.960000000,3149.00000000000,3141
23198064,3132,200,115990.320000000,3147.00000000000,3141
23203736,3172,200,116018.680000000,3153.00000000000,3141
23209408,3152,200,116047.040000000,3152.00000000000,3141
23215080,3152,200,116075.400000000,3152.00000000000,3141
23220752,3147,200,116103.760000000,3151.00000000000,3141
23226424,3142,200,116132.120000000,3153.00000000000,3141
23232096,3162,200,116160.480000000,3151.00000000000,3141
23237768,3152,200,116188.840000000,3151.00000000000,3141
23243440,3162,200,116217.200000000,3153.00000000000,3141
23249112,3132,200,116245.560000000,3150.00000000000,3141
23254784,3162,200,116273.920000000,3154.00000000000,3141
23260456,3152,200,116302.280000000,3152.00000000000,3141
23266128,3152,200,116330.640000000,3152.00000000000,3141
23271800,3162,200,116359,3152.00000000000,3141
23277464,3137,200,116387.320000000,3153.00000000000,3141
23283136,3162,200,116415.680000000,3153.00000000000,3141
23288800,3157,200,116444,3154.00000000000,3141
23294472,3147,200,116472.360000000,3153.00000000000,3141
23300152,3132,200,116500.760000000,3147.00000000000,3141
23305816,3157,200,116529.080000000,3151.00000000000,3141
23311488,3167,200,116557.440000000,3152.00000000000,3141
23317160,3152,200,116585.800000000,3151.00000000000,3141
23322832,3152,200,116614.160000000,3152.00000000000,3141
23328504,3132,200,116642.520000000,3152.00000000000,3141
23334176,3157,200,116670.880000000,3152.00000000000,3141
23339840,3152,200,116699.200000000,3149.00000000000,3141
23345512,3157,200,116727.560000000,3150.00000000000,3141
23351176,3137,200,116755.880000000,3147.00000000000,3141
23356848,3152,200,116784.240000000,3151.00000000000,3141
23362520,3157,200,116812.600000000,3151.00000000000,3141
23368192,3152,200,116840.960000000,3151.00000000000,3141
23373868,3152,200,116869.340000000,3150.00000000000,3141
23379536,3137,200,116897.680000000,3150.00000000000,3141
23385208,3157,200,116926.040000000,3151.00000000000,3141
23390872,3157,200,116954.360000000,3151.00000000000,3141
23396544,3147,200,116982.720000000,3150.00000000000,3141
23402216,3132,200,117011.080000000,3146.00000000000,3141
23407888,3157,200,117039.440000000,3150.00000000000,3141
23413552,3157,200,117067.760000000,3150.00000000000,3141
23419224,3152,200,117096.120000000,3149.00000000000,3141
23424896,3152,200,117124.480000000,3150.00000000000,3141
23430568,3137,200,117152.840000000,3151.00000000000,3141
23436240,3157,200,117181.200000000,3151.00000000000,3141
23441912,3152,200,117209.560000000,3150.00000000000,3141
23447588,3152,200,117237.940000000,3150.00000000000,3141
23453256,3142,200,117266.280000000,3148.00000000000,3141
23458928,3142,200,117294.640000000,3149.00000000000,3141
23464600,3157,200,117323,3149.00000000000,3141
23470272,3152,200,117351.360000000,3149.00000000000,3141
23475944,3152,200,117379.720000000,3149.00000000000,3141
23481616,3132,200,117408.080000000,3147.00000000000,3141
23487288,3157,200,117436.440000000,3150.00000000000,3141
23492960,3157,200,117464.800000000,3150.00000000000,3141
23498632,3152,200,117493.160000000,3150.00000000000,3141
23504304,3152,200,117521.520000000,3150.00000000000,3141
23509976,3142,200,117549.880000000,3152.00000000000,3141
23515648,3152,200,117578.240000000,3151.00000000000,3141
23521324,3157,200,117606.620000000,3151.00000000000,3141
23526992,3147,200,117634.960000000,3150.00000000000,3141
23532664,3132,200,117663.320000000,3146.00000000000,3141
23538336,3157,200,117691.680000000,3149.00000000000,3141
23544008,3162,200,117720.040000000,3151.00000000000,3141
23549672,3157,200,117748.360000000,3151.00000000000,3141
23555344,3147,200,117776.720000000,3151.00000000000,3141
23561016,3137,200,117805.080000000,3152.00000000000,3141
23566688,3157,200,117833.440000000,3152.00000000000,3141
23572352,3162,200,117861.760000000,3152.00000000000,3141
23578024,3147,200,117890.120000000,3150.00000000000,3141
23583696,3142,200,117918.480000000,3149.00000000000,3141
23589368,3157,200,117946.840000000,3153.00000000000,3141
23595036,3152,200,117975.180000000,3152.00000000000,3141
23600704,3157,200,118003.520000000,3151.00000000000,3141
23606376,3147,200,118031.880000000,3151.00000000000,3141
23612048,3147,200,118060.240000000,3152.00000000000,3141
23617720,3152,200,118088.600000000,3151.00000000000,3141
23623392,3162,200,118116.960000000,3153.00000000000,3141
23629064,3152,200,118145.320000000,3152.00000000000,3141
23634736,3132,200,118173.680000000,3149.00000000000,3141
23640408,3157,200,118202.040000000,3151.00000000000,3141
23646080,3157,200,118230.400000000,3152.00000000000,3141
23651752,3162,200,118258.760000000,3152.00000000000,3141
23657416,3142,200,118287.080000000,3150.00000000000,3141
23663088,3137,200,118315.440000000,3151.00000000000,3141
23668756,3157,200,118343.780000000,3151.00000000000,3141
23674424,3147,200,118372.120000000,3149.00000000000,3141
23680096,3152,200,118400.480000000,3147.00000000000,3141
23685768,3132,200,118428.840000000,3145.00000000000,3141
23691440,3167,200,118457.200000000,3151.00000000000,3141
23697112,3152,200,118485.560000000,3150.00000000000,3141
23702784,3157,200,118513.920000000,3152.00000000000,3141
23708448,3152,200,118542.240000000,3152.00000000000,3141
23714120,3132,200,118570.600000000,3152.00000000000,3141
23719792,3157,200,118598.960000000,3150.00000000000,3141
23725464,3157,200,118627.320000000,3151.00000000000,3141
23731128,3157,200,118655.640000000,3151.00000000000,3141
23736800,3137,200,118684,3148.00000000000,3141
23742480,3142,200,118712.400000000,3150.00000000000,3141
23748144,3157,200,118740.720000000,3150.00000000000,3141
23753816,3152,200,118769.080000000,3149.00000000000,3141
23759488,3147,200,118797.440000000,3147.00000000000,3141
23765160,3137,200,118825.800000000,3147.00000000000,3141
23770824,3162,200,118854.120000000,3151.00000000000,3141
23776496,3147,200,118882.480000000,3149.00000000000,3141
23782168,3152,200,118910.840000000,3149.00000000000,3141
23787840,3142,200,118939.200000000,3148.00000000000,3141
23793512,3142,200,118967.560000000,3149.00000000000,3141
23799184,3157,200,118995.920000000,3148.00000000000,3141
23804848,3157,200,119024.240000000,3150.00000000000,3141
23810520,3147,200,119052.600000000,3149.00000000000,3141
23816192,3128,200,119080.960000000,3146.20000000000,3141
23821864,3162,200,119109.320000000,3150.20000000000,3141
23827536,3152,200,119137.680000000,3149.20000000000,3141
23833208,3152,200,119166.040000000,3148.20000000000,3141
23838888,3147,200,119194.440000000,3148.20000000000,3141
23844560,3147,200,119222.800000000,3152.00000000000,3141
23850232,3157,200,119251.160000000,3151.00000000000,3141
23855896,3152,200,119279.480000000,3151.00000000000,3141
23861568,3152,200,119307.840000000,3151.00000000000,3141
23867240,3132,200,119336.200000000,3148.00000000000,3141
23872912,3157,200,119364.560000000,3150.00000000000,3141
23878576,3152,200,119392.880000000,3149.00000000000,3141
23884248,3162,200,119421.240000000,3151.00000000000,3141
23889912,3147,200,119449.560000000,3150.00000000000,3141
23895584,3132,200,119477.920000000,3150.00000000000,3141
23901256,3157,200,119506.280000000,3150.00000000000,3141
23906920,3152,200,119534.600000000,3150.00000000000,3141
23912592,3152,200,119562.960000000,3148.00000000000,3141
23918264,3128,200,119591.320000000,3144.20000000000,3141
23923936,3176,200,119619.680000000,3153,3141
23929608,3152,200,119648.040000000,3152.00000000000,3141
23935280,3147,200,119676.400000000,3151.00000000000,3141
23940952,3152,200,119704.760000000,3151.00000000000,3141
23946624,3132,200,119733.120000000,3151.80000000000,3141
23952296,3157,200,119761.480000000,3148.00000000000,3141
23957968,3152,200,119789.840000000,3148.00000000000,3141
23963640,3162,200,119818.200000000,3151.00000000000,3141
23969312,3132,200,119846.560000000,3147.00000000000,3141
23974984,3152,200,119874.920000000,3151.00000000000,3141
23980656,3157,200,119903.280000000,3151.00000000000,3141
23986328,3152,200,119931.640000000,3151.00000000000,3141
23992000,3152,200,119960,3149.00000000000,3141
23997672,3132,200,119988.360000000,3149.00000000000,3141
24003344,3167,200,120016.720000000,3152.00000000000,3141
24009016,3157,200,120045.080000000,3152.00000000000,3141
24014680,3147,200,120073.400000000,3151.00000000000,3141
24020352,3142,200,120101.760000000,3149.00000000000,3141
24026024,3152,200,120130.120000000,3153.00000000000,3141
24031696,3167,200,120158.480000000,3153.00000000000,3141
24037368,3152,200,120186.840000000,3152.00000000000,3141
24043040,3157,200,120215.200000000,3154.00000000000,3141
24048712,3132,200,120243.560000000,3152.00000000000,3141
24054384,3152,200,120271.920000000,3152.00000000000,3141
24060056,3152,200,120300.280000000,3149.00000000000,3141
24065728,3152,200,120328.640000000,3149.00000000000,3141
24071400,3152,200,120357,3148.00000000000,3141
24077072,3142,200,120385.360000000,3150.00000000000,3141
24082744,3157,200,120413.720000000,3151.00000000000,3141
24088408,3152,200,120442.040000000,3151.00000000000,3141
24094080,3147,200,120470.400000000,3150.00000000000,3141
24099752,3132,200,120498.760000000,3146.00000000000,3141
24105424,3157,200,120527.120000000,3149.00000000000,3141
24111088,3162,200,120555.440000000,3150.00000000000,3141
24116760,3152,200,120583.800000000,3150.00000000000,3141
24122432,3147,200,120612.160000000,3150.00000000000,3141
24128104,3137,200,120640.520000000,3151.00000000000,3141
24133776,3157,200,120668.880000000,3151.00000000000,3141
24139440,3157,200,120697.200000000,3150.00000000000,3141
24145112,3152,200,120725.560000000,3150.00000000000,3141
24150784,3132,200,120753.920000000,3147.00000000000,3141
24156456,3157,200,120782.280000000,3151.00000000000,3141
24162128,3152,200,120810.640000000,3150.00000000000,3141
24167800,3152,200,120839,3149.00000000000,3141
24173472,3147,200,120867.360000000,3148.00000000000,3141
24179144,3137,200,120895.720000000,3149.00000000000,3141
24184808,3157,200,120924.040000000,3149.00000000000,3141
24190480,3152,200,120952.400000000,3149.00000000000,3141
24196152,3152,200,120980.760000000,3149.00000000000,3141
24201824,3132,200,121009.120000000,3146.00000000000,3141
24207496,3162,200,121037.480000000,3151.00000000000,3141
24213160,3152,200,121065.800000000,3150.00000000000,3141
24218832,3147,200,121094.160000000,3149.00000000000,3141
24224504,3147,200,121122.520000000,3148.00000000000,3141
24230176,3137,200,121150.880000000,3149.00000000000,3141
24235840,3152,200,121179.200000000,3147.00000000000,3141
24241512,3157,200,121207.560000000,3148.00000000000,3141
24247184,3147,200,121235.920000000,3148.00000000000,3141
24252856,3132,200,121264.280000000,3145.00000000000,3141
24258528,3152,200,121292.640000000,3148.00000000000,3141
24264200,3162,200,121321,3150.00000000000,3141
24269868,3152,200,121349.340000000,3149.00000000000,3141
24275536,3147,200,121377.680000000,3149.00000000000,3141
24281208,3137,200,121406.040000000,3150.00000000000,3141
24286872,3157,200,121434.360000000,3151.00000000000,3141
24292544,3157,200,121462.720000000,3150.00000000000,3141
24298208,3147,200,121491.040000000,3149.00000000000,3141
24303880,3142,200,121519.400000000,3148.00000000000,3141
24309552,3157,200,121547.760000000,3152.00000000000,3141
24315224,3152,200,121576.120000000,3151.00000000000,3141
24320896,3152,200,121604.480000000,3150.00000000000,3141
24326568,3147,200,121632.840000000,3150.00000000000,3141
24332240,3142,200,121661.200000000,3150.00000000000,3141
24337912,3157,200,121689.560000000,3150.00000000000,3141
24343592,3167,200,121717.960000000,3153.00000000000,3141
24349256,3152,200,121746.280000000,3153.00000000000,3141
24354928,3142,200,121774.640000000,3152.00000000000,3141
24360600,3142,200,121803,3152.00000000000,3141
24366272,3152,200,121831.360000000,3151.00000000000,3141
24371944,3162,200,121859.720000000,3150.00000000000,3141
24377616,3147,200,121888.080000000,3149.00000000000,3141
24383288,3142,200,121916.440000000,3149.00000000000,3141
24388960,3162,200,121944.800000000,3153.00000000000,3141
24394624,3152,200,121973.120000000,3153.00000000000,3141
24400296,3152,200,122001.480000000,3151.00000000000,3141
24405968,3147,200,122029.840000000,3151.00000000000,3141
24411640,3152,200,122058.200000000,3153.00000000000,3141
24417316,3152,200,122086.580000000,3151.00000000000,3141
24422984,3157,200,122114.920000000,3152.00000000000,3141
24428656,3152,200,122143.280000000,3152.00000000000,3141
24434328,3128,200,122171.640000000,3148.20000000000,3141
24440000,3157,200,122200,3149.20000000000,3141
24445664,3157,200,122228.320000000,3150.20000000000,3141
24451336,3162,200,122256.680000000,3151.20000000000,3141
24457000,3137,200,122285,3148.20000000000,3141
24462672,3142,200,122313.360000000,3151.00000000000,3141
24468344,3157,200,122341.720000000,3151.00000000000,3141
24474016,3152,200,122370.080000000,3150.00000000000,3141
24479688,3152,200,122398.440000000,3148.00000000000,3141
24485360,3132,200,122426.800000000,3147.00000000000,3141
24491036,3162,200,122455.180000000,3151.00000000000,3141
24496704,3147,200,122483.520000000,3149.00000000000,3141
24502376,3157,200,122511.880000000,3150.00000000000,3141
24508040,3142,200,122540.200000000,3148.00000000000,3141
24513712,3132,200,122568.560000000,3148.00000000000,3141
24519384,3157,200,122596.920000000,3147.00000000000,3141
24525056,3157,200,122625.280000000,3149.00000000000,3141
24530728,3152,200,122653.640000000,3148.00000000000,3141
24536400,3128,200,122682,3145.20000000000,3141
24542064,3162,200,122710.320000000,3151.20000000000,3141
24547736,3152,200,122738.680000000,3150.20000000000,3141
24553408,3152,200,122767.040000000,3149.20000000000,3141
24559080,3147,200,122795.400000000,3148.20000000000,3141
24564760,3142,200,122823.800000000,3151.00000000000,3141
24570424,3157,200,122852.120000000,3150.00000000000,3141
24576096,3152,200,122880.480000000,3150.00000000000,3141
24581768,3152,200,122908.840000000,3150.00000000000,3141
24587440,3132,200,122937.200000000,3147.00000000000,3141
24593112,3152,200,122965.560000000,3149.00000000000,3141
24598784,3157,200,122993.920000000,3149.00000000000,3141
24604448,3157,200,123022.240000000,3150.00000000000,3141
24610120,3147,200,123050.600000000,3149.00000000000,3141
24615792,3128,200,123078.960000000,3148.20000000000,3141
24621464,3157,200,123107.320000000,3149.20000000000,3141
24627128,3152,200,123135.640000000,3148.20000000000,3141
24632800,3152,200,123164,3147.20000000000,3141
24638480,3142,200,123192.400000000,3146.20000000000,3141
24644144,3167,200,123220.720000000,3154.00000000000,3141
24649816,3157,200,123249.080000000,3154.00000000000,3141
24655488,3147,200,123277.440000000,3153.00000000000,3141
24661160,3152,200,123305.800000000,3153.00000000000,3141
24666832,3132,200,123334.160000000,3151.00000000000,3141
24672504,3162,200,123362.520000000,3150.00000000000,3141
24678168,3152,200,123390.840000000,3149.00000000000,3141
24683840,3162,200,123419.200000000,3152.00000000000,3141
24689504,3142,200,123447.520000000,3150.00000000000,3141
24695176,3142,200,123475.880000000,3152.00000000000,3141
24700848,3157,200,123504.240000000,3151.00000000000,3141
24706520,3152,200,123532.600000000,3151.00000000000,3141
24712196,3162,200,123560.980000000,3151.00000000000,3141
24717864,3132,200,123589.320000000,3149.00000000000,3141
24723536,3162,200,123617.680000000,3153.00000000000,3141
24729200,3152,200,123646,3152.00000000000,3141
24734872,3152,200,123674.360000000,3152.00000000000,3141
24740544,3147,200,123702.720000000,3149.00000000000,3141
24746216,3137,200,123731.080000000,3150.00000000000,3141
24751880,3167,200,123759.400000000,3151.00000000000,3141
24757552,3152,200,123787.760000000,3151.00000000000,3141
24763224,3157,200,123816.120000000,3152.00000000000,3141
24768896,3132,200,123844.480000000,3149.00000000000,3141
24774568,3157,200,123872.840000000,3153.00000000000,3141
24780240,3152,200,123901.200000000,3150.00000000000,3141
24785912,3147,200,123929.560000000,3149.00000000000,3141
24791584,3157,200,123957.920000000,3149.00000000000,3141
24797256,3132,200,123986.280000000,3149.00000000000,3141
24802928,3162,200,124014.640000000,3150.00000000000,3141
24808600,3157,200,124043,3151.00000000000,3141
24814264,3147,200,124071.320000000,3151.00000000000,3141
24819936,3128,200,124099.680000000,3145.20000000000,3141
24825600,3162,200,124128,3151.20000000000,3141
24831272,3157,200,124156.360000000,3150.20000000000,3141
24836936,3147,200,124184.680000000,3148.20000000000,3141
24842608,3147,200,124213.040000000,3148.20000000000,3141
24848280,3132,200,124241.400000000,3149.00000000000,3141
24853952,3157,200,124269.760000000,3148.00000000000,3141
24859616,3152,200,124298.080000000,3147.00000000000,3141
24865288,3152,200,124326.440000000,3148.00000000000,3141
24870964,3137,200,124354.820000000,3146.00000000000,3141
24876632,3157,200,124383.160000000,3151.00000000000,3141
24882304,3152,200,124411.520000000,3150.00000000000,3141
24887976,3152,200,124439.880000000,3150.00000000000,3141
24893648,3147,200,124468.240000000,3149.00000000000,3141
24899320,3137,200,124496.600000000,3149.00000000000,3141
24904992,3157,200,124524.960000000,3149.00000000000,3141
24910664,3157,200,124553.320000000,3150.00000000000,3141
24916336,3147,200,124581.680000000,3149.00000000000,3141
24922008,3128,200,124610.040000000,3145.20000000000,3141
24927680,3157,200,124638.400000000,3149.20000000000,3141
24933344,3152,200,124666.720000000,3148.20000000000,3141
24939016,3152,200,124695.080000000,3147.20000000000,3141
24944692,3152,200,124723.460000000,3148.20000000000,3141
24950360,3137,200,124751.800000000,3150.00000000000,3141
24956032,3152,200,124780.160000000,3149.00000000000,3141
24961704,3152,200,124808.520000000,3149.00000000000,3141
24967376,3157,200,124836.880000000,3150.00000000000,3141
24973040,3142,200,124865.200000000,3148.00000000000,3141
24978712,3142,200,124893.560000000,3149.00000000000,3141
24984384,3167,200,124921.920000000,3152.00000000000,3141
24990056,3157,200,124950.280000000,3153.00000000000,3141
24995720,3147,200,124978.600000000,3151.00000000000,3141
25001392,3132,200,125006.960000000,3149.00000000000,3141
25007064,3157,200,125035.320000000,3152.00000000000,3141
25012736,3157,200,125063.680000000,3150.00000000000,3141
25018404,3147,200,125092.020000000,3148.00000000000,3141
25024072,3157,200,125120.360000000,3150.00000000000,3141
25029744,3142,200,125148.720000000,3152.00000000000,3141
25035416,3152,200,125177.080000000,3151.00000000000,3141
25041088,3152,200,125205.440000000,3150.00000000000,3141
25046760,3147,200,125233.800000000,3150.00000000000,3141
25052432,3132,200,125262.160000000,3145.00000000000,3141
25058104,3157,200,125290.520000000,3148.00000000000,3141
25063776,3172,200,125318.880000000,3152.00000000000,3141
25069440,3152,200,125347.200000000,3152.00000000000,3141
25075112,3142,200,125375.560000000,3151.00000000000,3141
25080784,3142,200,125403.920000000,3153.00000000000,3141
25086456,3157,200,125432.280000000,3153.00000000000,3141
25092128,3167,200,125460.640000000,3152.00000000000,3141
25097792,3147,200,125488.960000000,3151.00000000000,3141
25103464,3142,200,125517.320000000,3151.00000000000,3141
25109136,3157,200,125545.680000000,3154.00000000000,3141
25114808,3147,200,125574.040000000,3152.00000000000,3141
25120480,3147,200,125602.400000000,3148.00000000000,3141
25126152,3147,200,125630.760000000,3148.00000000000,3141
25131824,3147,200,125659.120000000,3149.00000000000,3141
25137496,3157,200,125687.480000000,3149.00000000000,3141
25143160,3162,200,125715.800000000,3152.00000000000,3141
25148832,3147,200,125744.160000000,3152.00000000000,3141
25154504,3123,200,125772.520000000,3147.20000000000,3141
25160176,3157,200,125800.880000000,3149.20000000000,3141
25165844,3152,200,125829.220000000,3148.20000000000,3141
25171512,3162,200,125857.560000000,3148.20000000000,3141
25177184,3142,200,125885.920000000,3147.20000000000,3141
25182856,3142,200,125914.280000000,3151.00000000000,3141
25188528,3152,200,125942.640000000,3150.00000000000,3141
25194200,3152,200,125971,3150.00000000000,3141
25199872,3147,200,125999.360000000,3147.00000000000,3141
25205544,3132,200,126027.720000000,3145.00000000000,3141
25211216,3162,200,126056.080000000,3149.00000000000,3141
25216880,3152,200,126084.400000000,3149.00000000000,3141
25222552,3157,200,126112.760000000,3150.00000000000,3141
25228224,3147,200,126141.120000000,3150.00000000000,3141
25233896,3137,200,126169.480000000,3151.00000000000,3141
25239564,3157,200,126197.820000000,3150.00000000000,3141
25245232,3152,200,126226.160000000,3150.00000000000,3141
25250904,3152,200,126254.520000000,3149.00000000000,3141
25256576,3128,200,126282.880000000,3145.20000000000,3141
25262248,3157,200,126311.240000000,3149.20000000000,3141
25267912,3157,200,126339.560000000,3149.20000000000,3141
25273584,3157,200,126367.920000000,3150.20000000000,3141
25279256,3147,200,126396.280000000,3149.20000000000,3141
25284928,3132,200,126424.640000000,3150.00000000000,3141
25290600,3162,200,126453,3151.00000000000,3141
25296272,3152,200,126481.360000000,3150.00000000000,3141
25301944,3152,200,126509.720000000,3149.00000000000,3141
25307616,3142,200,126538.080000000,3148.00000000000,3141
25313296,3142,200,126566.480000000,3150.00000000000,3141
25318960,3157,200,126594.800000000,3149.00000000000,3141
25324632,3162,200,126623.160000000,3151.00000000000,3141
25330296,3147,200,126651.480000000,3150.00000000000,3141
25335976,3128,200,126679.880000000,3147.20000000000,3141
25341640,3157,200,126708.200000000,3150.20000000000,3141
25347312,3152,200,126736.560000000,3149.20000000000,3141
25352984,3152,200,126764.920000000,3147.20000000000,3141
25358656,3147,200,126793.280000000,3147.20000000000,3141
25364328,3147,200,126821.640000000,3151.00000000000,3141
25370000,3157,200,126850,3151.00000000000,3141
25375664,3152,200,126878.320000000,3151.00000000000,3141
25381336,3152,200,126906.680000000,3151.00000000000,3141
25387012,3128,200,126935.060000000,3147.20000000000,3141
25392680,3162,200,126963.400000000,3150.20000000000,3141
25398352,3152,200,126991.760000000,3149.20000000000,3141
25404024,3167,200,127020.120000000,3152.20000000000,3141
25409704,3147,200,127048.520000000,3151.20000000000,3141
25415376,3137,200,127076.880000000,3153.00000000000,3141
25421048,3157,200,127105.240000000,3152.00000000000,3141
25426720,3152,200,127133.600000000,3152.00000000000,3141
25432392,3157,200,127161.960000000,3150.00000000000,3141
25438064,3132,200,127190.320000000,3147.00000000000,3141
25443736,3167,200,127218.680000000,3153.00000000000,3141
25449408,3152,200,127247.040000000,3152.00000000000,3141
25455080,3147,200,127275.400000000,3151.00000000000,3141
25460756,3152,200,127303.780000000,3150.00000000000,3141
25466424,3132,200,127332.120000000,3150.00000000000,3141
25472096,3167,200,127360.480000000,3150.00000000000,3141
25477768,3152,200,127388.840000000,3150.00000000000,3141
25483440,3162,200,127417.200000000,3153.00000000000,3141
25489104,3128,200,127445.520000000,3148.20000000000,3141
25494776,3157,200,127473.880000000,3153.20000000000,3141
25500440,3152,200,127502.200000000,3150.20000000000,3141
25506112,3157,200,127530.560000000,3151.20000000000,3141
25511776,3162,200,127558.880000000,3151.20000000000,3141
25517448,3132,200,127587.240000000,3152.00000000000,3141
25523120,3162,200,127615.600000000,3153.00000000000,3141
25528792,3157,200,127643.960000000,3154.00000000000,3141
25534456,3147,200,127672.280000000,3152.00000000000,3141
25540128,3128,200,127700.640000000,3145.20000000000,3141
25545800,3157,200,127729,3150.20000000000,3141
25551464,3162,200,127757.320000000,3150.20000000000,3141
25557136,3157,200,127785.680000000,3150.20000000000,3141
25562800,3152,200,127814,3151.20000000000,3141
25568472,3132,200,127842.360000000,3152.00000000000,3141
25574144,3152,200,127870.720000000,3151.00000000000,3141
25579816,3152,200,127899.080000000,3149.00000000000,3141
25585488,3152,200,127927.440000000,3148.00000000000,3141
25591160,3152,200,127955.800000000,3148.00000000000,3141
25596832,3142,200,127984.160000000,3150.00000000000,3141
25602504,3157,200,128012.520000000,3151.00000000000,3141
25608168,3157,200,128040.840000000,3152.00000000000,3141
25613840,3147,200,128069.200000000,3151.00000000000,3141
25619512,3137,200,128097.560000000,3148.00000000000,3141
25625176,3162,200,128125.880000000,3152.00000000000,3141
25630848,3157,200,128154.240000000,3152.00000000000,3141
25636512,3147,200,128182.560000000,3150.00000000000,3141
25642184,3147,200,128210.920000000,3150.00000000000,3141
25647856,3142,200,128239.280000000,3151.00000000000,3141
25653528,3152,200,128267.640000000,3149.00000000000,3141
25659200,3152,200,128296,3148.00000000000,3141
25664872,3152,200,128324.360000000,3149.00000000000,3141
25670544,3132,200,128352.720000000,3146.00000000000,3141
25676216,3152,200,128381.080000000,3148.00000000000,3141
25681888,3152,200,128409.440000000,3148.00000000000,3141
25687560,3152,200,128437.800000000,3148.00000000000,3141
25693240,3142,200,128466.200000000,3146.00000000000,3141
25698904,3137,200,128494.520000000,3147.00000000000,3141
25704576,3167,200,128522.880000000,3150.00000000000,3141
25710248,3152,200,128551.240000000,3150.00000000000,3141
25715920,3147,200,128579.600000000,3149.00000000000,3141
25721592,3132,200,128607.960000000,3147.00000000000,3141
25727264,3157,200,128636.320000000,3151.00000000000,3141
25732928,3152,200,128664.640000000,3148.00000000000,3141
25738600,3152,200,128693,3148.00000000000,3141
25744272,3157,200,128721.360000000,3150.00000000000,3141
25749944,3137,200,128749.720000000,3151.00000000000,3141
25755608,3157,200,128778.040000000,3151.00000000000,3141
25761280,3152,200,128806.400000000,3151.00000000000,3141
25766956,3147,200,128834.780000000,3150.00000000000,3141
25772624,3132,200,128863.120000000,3145.00000000000,3141
25778296,3157,200,128891.480000000,3149.00000000000,3141
25783960,3167,200,128919.800000000,3151.00000000000,3141
25789632,3157,200,128948.160000000,3152.00000000000,3141
25795296,3142,200,128976.480000000,3151.00000000000,3141
25800968,3137,200,129004.840000000,3152.00000000000,3141
25806640,3157,200,129033.200000000,3152.00000000000,3141
25812312,3157,200,129061.560000000,3150.00000000000,3141
25817976,3147,200,129089.880000000,3148.00000000000,3141
25823648,3142,200,129118.240000000,3148.00000000000,3141
25829320,3152,200,129146.600000000,3151.00000000000,3141
25834992,3152,200,129174.960000000,3150.00000000000,3141
25840668,3152,200,129203.340000000,3149.00000000000,3141
